selected_sites,sels,cle,locus,gs,times,migs,sources,sel_pops,model,sel_pop_ids,neut_cle,n_snps,sweepsize_cM,sweep_rr,sweep_start_bp,sweep_end_bp,sweep_size_bp,mcle,mcle_delta,mcle_nextbest_diff,file_name,populations,type,pop_count,Landraces_count,Teosinte_count,model2
127989674.9045226,2.310129700083158e-5,1060286.8277462986,data/rdmc/sweep_freq/v5--sweep--chr1--0--308452471_start124589603_end142536910_pops1-2-3-4-5-6-9-10.txt,0.00251188643150957,100000,NA,NA,1-2-3-4-5-6-9-10,standing,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas; v5--Teo--Los_Guajes; v5--Teo--random1_Palmar_Chico,1060278.6052063636,55874,0.22349740744439828,1.6129665539597996e-10,124589603,142536910,17947307,8.22253993502818,0,365.9233473392669,../data/rdmc/fitted/v5--sweep_chr1--0--308452471_start124589603_end142536910_pops1-2-3-4-5-6-9-10.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas; v5--Teo--Los_Guajes; v5--Teo--RANDOM1_Palmar_Chico,both,8,5,3,standing
146778992.7035176,1e-5,70320.94392695147,data/rdmc/sweep_freq/v5--sweep--chr1--0--308452471_start146566362_end148100444_pops3-6.txt,NA,NA,0.001,6,3-6,migration,v5--LR--Los_Guajes; v5--Teo--Amatlan_de_Canas,70272.66102965816,3764,0.01505689587862946,1.1391922267905479e-10,146566362,148100444,1534082,48.28289729330572,0,54.11261009165901,../data/rdmc/fitted/v5--sweep_chr1--0--308452471_start146566362_end148100444_pops3-6.txt,v5--LR--Los_Guajes; v5--Teo--Amatlan_de_Canas,both,2,1,1,migration
157454276.57286432,1e-5,656292.2668788134,data/rdmc/sweep_freq/v5--sweep--chr1--0--308452471_start155142338_end157291991_pops1-4-5.txt,NA,NA,0.1,5,1-4-5,migration,v5--LR--Amatlan_de_Canas; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,656291.4514161862,34702,0.3053527939100604,1.4171239036285239e-9,155142338,157291991,2149653,0.8154626272153109,0,0.33713604626245797,../data/rdmc/fitted/v5--sweep_chr1--0--308452471_start155142338_end157291991_pops1-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,migration
160594775.7839196,1e-5,614219.1770767422,data/rdmc/sweep_freq/v5--sweep--chr1--0--308452471_start160451568_end161685203_pops3-4-5.txt,0.01584893192461114,100000,NA,NA,3-4-5,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,614218.8382638181,33157,0.16618843045570486,1.4010791579674136e-9,160451568,161685203,1233635,0.33881292410660535,0,26.63253074325621,../data/rdmc/fitted/v5--sweep_chr1--0--308452471_start160451568_end161685203_pops3-4-5.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,standing
171048024.798995,2.310129700083158e-5,436607.19099915144,data/rdmc/sweep_freq/v5--sweep--chr1--0--308452471_start170885113_end171953932_pops3-4.txt,0.00630957344480193,100000,NA,NA,3-4,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico,436606.8741485577,22813,0.33491241005089023,3.1310933961432134e-9,170885113,171953932,1068819,0.3168505937210284,0,0.24062896257964894,../data/rdmc/fitted/v5--sweep_chr1--0--308452471_start170885113_end171953932_pops3-4.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico,Maize,2,2,0,standing
101293854.40201004,2.848035868435802e-4,307643.29541777686,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start101291980_end102090436_pops1-2-3-4.txt,NA,NA,0.01584893192461114,2,1-2-3-4,migration,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico,307623.3959541819,16689,0.3118892559290174,6.026668030498853e-9,101291980,102090436,798456,19.89946359494934,0,5.627707396808546,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start101291980_end102090436_pops1-2-3-4.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico,Maize,4,4,0,migration
103041469.97487438,2.848035868435802e-4,501071.6392953987,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start102763501_end104687583_pops1-2-3-4-5.txt,NA,NA,0.1,2,1-2-3-4-5,migration,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,501053.2063653853,26449,0.10579616191841268,3.000039501930489e-9,102763501,104687583,1924082,18.43293001339771,0,13.16514862299664,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start102763501_end104687583_pops1-2-3-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,5,5,0,migration
106655901.00502512,2.310129700083158e-5,767433.124408014,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start105358865_end108474410_pops1-2-3-4-5.txt,NA,NA,0.1,2,1-2-3-4-5,migration,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,767417.3883792799,41013,0.16405122914514436,5.408457375332856e-10,105358865,108474410,3115545,15.736028734128922,0,14.743310576537624,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start105358865_end108474410_pops1-2-3-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,5,5,0,migration
114018219.66834173,5.336699231206312e-5,684388.9653826125,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start112775411_end114297785_pops1-4-5.txt,0.03981071705534973,100000,NA,NA,1-4-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,684291.251593706,36207,0.3901975249048135,2.4335468993896987e-9,112775411,114297785,1522374,97.71378890657797,0,1.6877057530218735,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start112775411_end114297785_pops1-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,standing
127436273.64321607,1e-5,54838.85435106155,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start127247798_end127422003_pops1-4.txt,0.001,100000,NA,NA,1-4,standing,v5--LR--Amatlan_de_Canas; v5--LR--random1_Palmar_Chico,54838.28825406214,2909,0.09844009143024834,7.0031763547859106e-9,127247798,127422003,174205,0.5660969994059997,0,0.35232570477819536,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start127247798_end127422003_pops1-4.txt,v5--LR--Amatlan_de_Canas; v5--LR--RANDOM1_Palmar_Chico,Maize,2,2,0,standing
17775537.33668342,5.336699231206312e-5,658052.3869168239,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start16373336_end18117357_pops2-4-8.txt,NA,NA,0.1,8,2-4-8,migration,v5--LR--Crucero_Lagunitas; v5--LR--random1_Palmar_Chico; v5--Teo--El_Rodeo,657965.6089331268,34914,0.4935694144374949,3.7658371537189815e-9,16373336,18117357,1744021,86.77798369713128,0,83.77457445801701,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start16373336_end18117357_pops2-4-8.txt,v5--LR--Crucero_Lagunitas; v5--LR--RANDOM1_Palmar_Chico; v5--Teo--El_Rodeo,both,3,2,1,migration
26699996.467336684,2.310129700083158e-5,225653.22142553292,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start26775387_end28083287_pops1-3-4-5.txt,0.01584893192461114,1000,NA,NA,1-3-4-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,225633.58800946324,12231,0.04892595941303313,2.6532295955432173e-9,26775387,28083287,1307900,19.63341606967151,0,9.786799599591177,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start26775387_end28083287_pops1-3-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,4,4,0,standing
38349295.216080405,1e-5,61058.32946524498,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start37297132_end38380753_pops3-4-5.txt,0.001,100000,NA,NA,3-4-5,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,61058.21984980157,3125,0.01249882494175125,3.6131771089922885e-10,37297132,38380753,1083621,0.10961544340534601,0,43.37848354858579,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start37297132_end38380753_pops3-4-5.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,standing
54232787.04020101,1e-5,274543.7220403628,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start49780659_end54474366_pops1-2-4-5-6-10-11.txt,0.001,100,NA,NA,1-2-4-5-6-10-11,standing,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas; v5--Teo--random1_Palmar_Chico; v5--Teo--San_Lorenzo,274544.87686276855,13823,0.05529070567867933,1.4473681789569877e-10,49780659,54474366,4693707,-1.1548224057769403,0,243.0599892991013,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start49780659_end54474366_pops1-2-4-5-6-10-11.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas; v5--Teo--RANDOM1_Palmar_Chico; v5--Teo--San_Lorenzo,both,7,4,3,neutral
55238795.768844225,1e-5,79448.36554637148,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start54583454_end55553902_pops7-11.txt,0.001,100,NA,NA,7-11,standing,v5--Teo--Crucero_Lagunitas; v5--Teo--San_Lorenzo,79449.94064247354,4321,0.01728566959018707,1.2044283672598386e-10,54583454,55553902,970448,-1.5750961020530667,0,70.54068074660609,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start54583454_end55553902_pops7-11.txt,v5--Teo--Crucero_Lagunitas; v5--Teo--San_Lorenzo,Teosinte,2,0,2,neutral
60950491.020100504,1e-5,112276.21467412668,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start59575151_end60892018_pops1-2-3-4-5.txt,0.001,100,NA,NA,1-2-3-4-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,112278.38067644424,5864,0.02345610260026376,1.4794927444212237e-10,59575151,60892018,1316867,-2.166002317564562,0,74.81514205728308,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start59575151_end60892018_pops1-2-3-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,5,5,0,neutral
62472914.296482414,1e-5,60279.02230330012,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start61920000_end62616632_pops1-2.txt,0.001,100000,NA,NA,1-2,standing,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas,60280.09996320212,3102,0.01240844494290627,1.60249095769789e-10,61920000,62616632,696632,-1.0776599020027788,0,120.14986361896445,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start61920000_end62616632_pops1-2.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas,Maize,2,2,0,neutral
67507097.11055276,1e-5,184944.37350620909,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start66939960_end67813489_pops8-11.txt,NA,NA,0.001,8,8-11,migration,v5--Teo--El_Rodeo; v5--Teo--San_Lorenzo,184909.7221140079,9809,0.03923483164840746,2.9441430810507546e-10,66939960,67813489,873529,34.65139220119454,0,32.71483898747829,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start66939960_end67813489_pops8-11.txt,v5--Teo--El_Rodeo; v5--Teo--San_Lorenzo,Teosinte,2,0,2,migration
69028605.94472362,1e-5,241301.25166943448,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start68741720_end69873380_pops1-2-4-11.txt,0.001,100,NA,NA,1-2-4-11,standing,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--random1_Palmar_Chico; v5--Teo--San_Lorenzo,241301.48467754852,12707,0.05082886725367785,3.9996077388656415e-10,68741720,69873380,1131660,-0.2330081140389666,0,31.090919981565094,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start68741720_end69873380_pops1-2-4-11.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--RANDOM1_Palmar_Chico; v5--Teo--San_Lorenzo,both,4,3,1,neutral
76206119.93467337,2.310129700083158e-5,505553.2860181806,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start76116694_end77293159_pops3-4-5-8.txt,NA,NA,0.1,8,3-4-5-8,migration,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--El_Rodeo,505531.66969878407,26985,0.3951233718568972,3.364294223859848e-9,76116694,77293159,1176465,21.616319396533072,0,16.54981993115507,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start76116694_end77293159_pops3-4-5-8.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--El_Rodeo,both,4,3,1,migration
